㐖毒	het dowk	Xie2 du2	/India (archaic)/
主麻	tsyuX mae	zhu3 ma2	/jummah or Friday, when Muslims gather to attend prayers (loanword from Arabic)/
乃是	nojX dzyeX	nai3 shi4	/equivalent to either 是[shi4] or 就是[jiu4 shi4]/
乃東	nojX tuwng	Nai3 dong1	/Nêdong county, Tibetan: Sne gdong rdzong, in Lhokha prefecture 山南地區|山南地区[Shan1 nan2 di4 qu1], Tibet/
乃爾	nojX nyeX	nai3 er3	/thus/like this/
乃至	nojX tsyijH	nai3 zhi4	/and even/to go so far as to/
久久	kjuwX kjuwX	jiu3 jiu3	/for a very long time/
久之	kjuwX tsyi	jiu3 zhi1	/for a long time/
久保	kjuwX pawX	Jiu3 bao3	/Kubo (Japanese surname)/
久別	kjuwX bjet	jiu3 bie2	/a long period of separation/
久慕	kjuwX muH	jiu3 mu4	/lit. I've admired you for a long time (honorific)./I've been looking forward to meeting you./It's an honor to meet you at last./
久曠	kjuwX khwangH	jiu3 kuang4	/to leave uncultivated for a long time/by extension, to neglect one's work/to remain single/
久病	kjuwX bjaengH	jiu3 bing4	/my old illness/chronic condition/
久等	kjuwX tongX	jiu3 deng3	/to wait for a long time/
久違	kjuwX hjw+j	jiu3 wei2	/(haven't done sth) for a long time/a long time since we last met/
久闊	kjuwX khwat	jiu3 kuo4	/a long period of separation/
久陪	kjuwX bwoj	jiu3 pei2	/to accompany over long term/
之一	tsyi ’jit	zhi1 yi1	/one of (sth)/one out of a multitude/one (third, quarter, percent etc)/
之前	tsyi dzen	zhi1 qian2	/before/prior to/ago/previously/beforehand/
之外	tsyi ngwajH	zhi1 wai4	/outside/excluding/
之至	tsyi tsyijH	zhi1 zhi4	/extremely/
之間	tsyi keanH	zhi1 jian1	/between/among/inter-/
之際	tsyi tsjejH	zhi1 ji4	/during/at the time of/
之類	tsyi lwijH	zhi1 lei4	/and so on/and such/
乍得	dzraeH tok	Zha4 de2	/Chad/
乍浦	dzraeH phuX	Zha4 pu3	/Zhapu town and port on north of Hangzhou Bay 杭州灣|杭州湾 in Zhejiang/
乍現	dzraeH henH	zha4 xian4	/to appear suddenly/
乏力	bjop lik	fa2 li4	/lacking in strength/weak/feeble/
乏味	bjop mj+jH	fa2 wei4	/tedious/
乖忤	kweaj nguH	guai1 wu3	/stubborn/contrary/disobedient/
乖謬	kweaj mjiwH	guai1 miu4	/ridiculous/abnormal/
乖迕	kweaj nguH	guai1 wu3	/stubborn/contrary/disobedient/
乖順	kweaj zywinH	guai1 shun4	/obedient (colloquial)/
乙丑	’it trhjuwX	yi3 chou3	/second year B2 of the 60 year cycle, e.g. 1985 or 2045/
乙亥	’it hojX	yi3 hai4	/twelfth year B12 of the 60 year cycle, e.g. 1995 or 2055/
乙卯	’it maewX	yi3 mao3	/fifty-second year B4 of the 60 year cycle, e.g. 1975 or 2035/
乙型	’it heng	yi3 xing2	/type B/type II/beta-/
乙基	’it ki	yi3 ji1	/ethyl group (chemistry)/
乙太	’it thajH	yi3 tai4	/variant of 以太[yi3 tai4]/
乙巳	’it ziX	yi3 si4	/forty-second year B6 of the 60 year cycle, e.g. 1965 or 2025/
乙未	’it mj+jH	yi3 wei4	/thirty-second year B8 of the 60 year cycle, e.g. 1955 or 2015/
乙炔	’it kwejH	yi3 que1	/acetylene/ethyne C2H2/
乙肝	’it kan	yi3 gan1	/hepatitis B/
乙腦	’it nawX	yi3 nao3	/meningitis B/epidemic encephalitis B/Japanese encephalitis/abbr. for 乙型脑炎/
乙酉	’it yuwX	yi3 you3	/twenty-second year B10 of the 60 year cycle, e.g. 2005 or 2065/
乙酸	’it swan	yi3 suan1	/acetic acid (CH3COOH)/ethanoic acid/
乙醇	’it dzywin	yi3 chun2	/ethanol C2H5OH/same as alcohol 酒精/
九份	kjuwX pin	Jiu3 fen4	/Jiufen (or Jioufen or Chiufen), mountainside town in north Taiwan, former gold mining town, used as the setting for two well-known movies/
九十	kjuwX dzyip	jiu3 shi2	/ninety/
九卿	kjuwX khjaeng	jiu3 qing1	/the Nine Ministers (in imperial China)/
九天	kjuwX then	jiu3 tian1	/the Ninth Heaven/the highest of the heavens/
九孔	kjuwX khuwngX	jiu3 kong3	/abalone (Haliotis diversicolor)/
九州	kjuwX tsyuw	Jiu3 zhou1	/division of China during earliest dynasties/fig. ancient China/Kyūshū, southernmost of Japan's four major islands/
九巴	kjuwX pae	Jiu3 ba1	/Kowloon Motor Bus (KMB) (abbr. for 九龍巴士|九龙巴士)/
九成	kjuwX dzyeng	jiu3 cheng2	/nine-tenths/ninety percent/
九月	kjuwX ngjwot	Jiu3 yue4	/September/ninth month (of the lunar year)/
九歸	kjuwX kjw+j	jiu3 gui1	/abacus division rules (using a single-digit divisor)/
九江	kjuwX kaewng	Jiu3 jiang1	/Jiujiang prefecture-level city in Jiangxi/also Jiujiang county/
九泉	kjuwX dzjwen	jiu3 quan2	/the nine springs/the underworld of Chinese mythology/Hades/
九流	kjuwX ljuw	jiu3 liu2	/the nine schools of thought, philosophical schools of the Spring and Autumn and Warring States Periods (770-220 BC), viz Confucians 儒家[Ru2 jia1], Daoists 道家[Dao4 jia1], Yin and Yang 陰陽家|阴阳家[Yin1 yang2 jia1], Legalists 法家[Fa3 jia1], Logicians 名家[Ming2 jia1], Mohists 墨家[Mo4 jia1], Diplomats 縱橫家|纵横家[Zong4 heng2 jia1], Miscellaneous 雜家|杂家[Za2 jia1], and Agriculturalists 農家|农家[Nong2 jia1]/
九淵	kjuwX ’wen	jiu3 yuan1	/abyss/deep chasm/
九竅	kjuwX khewH	jiu3 qiao4	/nine orifices of the human body (eyes, nostrils, ears, mouth, urethra, anus)/
九里	kjuwX liX	Jiu3 li3	/Liuli district of Xuzhou city 徐州市[Xu2 zhou1 shi4], Jiangsu/
九鼎	kjuwX tengX	Jiu3 Ding3	/the Nine Tripod Cauldrons, symbol of state power, dating back to the Xia Dynasty/
九龍	kjuwX ljowng	Jiu3 long2	/Kowloon district of Hong Kong/
乞丐	khj+t kajH	qi3 gai4	/beggar/
乞人	khj+t nyin	qi3 ren2	/beggar/
乞休	khj+t xjuw	qi3 xiu1	/to request permission to resign from an official position (old)/
乞恕	khj+t syoH	qi3 shu4	/to beg forgiveness/
乞憐	khj+t len	qi3 lian2	/to beg for pity/
乞求	khj+t gjuw	qi3 qiu2	/to beg/
乞討	khj+t thawX	qi3 tao3	/to beg/to go begging/
乞貸	khj+t thojH	qi3 dai4	/to beg for a loan/
也許	yaeX xjoX	ye3 xu3	/perhaps/maybe/
也門	yaeX mwon	Ye3 men2	/Yemen/
乳交	nyuX kaew	ru3 jiao1	/mammary intercourse/
乳化	nyuX xwaeH	ru3 hua4	/to emulsify/
乳名	nyuX mjieng	ru3 ming2	/pet name for a child/infant name/
乳品	nyuX phimX	ru3 pin3	/dairy product/
乳山	nyuX srean	Ru3 shan1	/Rushan county level city in Weihai 威海, Shandong/
乳暈	nyuX hjunH	ru3 yun4	/mammary areola/
乳母	nyuX muwX	ru3 mu3	/wet nurse/
乳汁	nyuX tsyip	ru3 zhi1	/milk/
乳液	nyuX yek	ru3 ye4	/milk/lotion/emulsion/
乳溝	nyuX kuw	ru3 gou1	/cleavage (hollow between a woman's breasts)/
乳漿	nyuX tsjang	ru3 jiang1	/whey/milky liquid/
乳牙	nyuX ngae	ru3 ya2	/deciduous tooth/milk tooth/baby tooth/
乳牛	nyuX ngjuw	ru3 niu2	/dairy cattle/
乳白	nyuX baek	ru3 bai2	/milky white/cream color/
乳突	nyuX dwot	ru3 tu1	/mastoid process/
乳糖	nyuX dang	ru3 tang2	/lactose/
乳罩	nyuX traewH	ru3 zhao4	/bra/
乳脂	nyuX tsyij	ru3 zhi1	/cream/milk fat/
乳腐	nyuX bjuX	ru3 fu3	/fermented soybean curd/
乳草	nyuX tshawX	ru3 cao3	/milkweeds (genus Asclepias)/
乳豬	nyuX trjo	ru3 zhu1	/suckling pig/
乳酪	nyuX lak	ru3 lao4	/cheese/
乳酸	nyuX swan	ru3 suan1	/lactic acid/
乳頭	nyuX duw	ru3 tou2	/nipple/
乳香	nyuX xjang	ru3 xiang1	/frankincense/
乳齒	nyuX tsyhiX	ru3 chi3	/deciduous tooth/milk tooth/baby tooth/
亂來	lwanH loj	luan4 lai2	/to act recklessly/to mess around/
亂倫	lwanH lwin	luan4 lun2	/incest/immorality/depravity/fornication/
亂動	lwanH duwngX	luan4 dong4	/to fiddle with/to tamper with/to meddle with/to move randomly/to flail about/
亂叫	lwanH kewH	luan4 jiao4	/to inconsiderately shout/
亂吃	lwanH kj+t	luan4 chi1	/to eat indiscriminately/
亂寫	lwanH sjaeX	luan4 xie3	/to write without basis/
亂局	lwanH gjowk	luan4 ju2	/chaotic situation/
亂政	lwanH tsyengH	luan4 zheng4	/to corrupt politics/
亂民	lwanH mjin	luan4 min2	/rebels/
亂石	lwanH dzyek	luan4 shi2	/rocks/stones/rubble/riprap/
亂碼	lwanH maeX	luan4 ma3	/mojibake (nonsense characters displayed when software fails to render text according to its intended character encoding)/
亂竄	lwanH tshwanH	luan4 cuan4	/to flee in disarray/to scatter/
亂紀	lwanH kiX	luan4 ji4	/to break the rules/to break discipline/
亂花	lwanH xwae	luan4 hua1	/to spend recklessly/to waste money/
亂講	lwanH kaewngX	luan4 jiang3	/to talk nonsense/nonsense!/
亂象	lwanH zjangX	luan4 xiang4	/chaos/madness/
亂跑	lwanH baew	luan4 pao3	/to run around all over the place/
亂跳	lwanH dew	luan4 tiao4	/to jump about/(of the heart) to beat wildly/
亂道	lwanH dawX	luan4 dao4	/see 亂說|乱说[luan4 shuo1]/
亂麻	lwanH mae	luan4 ma2	/lit. tangled skein/in a tremendous muddle/confused/
亂黨	lwanH tangX	luan4 dang3	/the rebel party/
了了	lewX lewX	liao3 liao3	/to realize clearly/to settle a matter/to get it over with/
了卻	lewX khjak	liao3 que4	/to resolve/to settle/
了局	lewX gjowk	liao3 ju2	/end/conclusion/solution/
了得	lewX tok	liao3 de5	/exceptional/outstanding/dreadful/appalling/
了然	lewX nyen	liao3 ran2	/to understand clearly/evident/
了結	lewX ket	liao3 jie2	/to settle/to finish/to conclude/to wind up/
二代	nyijH dojH	er4 dai4	/secondary/twice in the year (of generations of insects, harvests etc)/
二來	nyijH loj	er4 lai2	/secondly, .../
二側	nyijH tsrik	er4 ce4	/two sides/
二價	nyijH kaeH	er4 jia4	/negotiable price/(chemistry) divalent/bivalent/
二元	nyijH ngjwon	er4 yuan2	/duality/dual/bipolar/binary/
二八	nyijH peat	er4 ba1	/16/sixteen/
二十	nyijH dzyip	er4 shi2	/twenty/20/
二哈	nyijH ngop	er4 ha1	/(coll.) silly but cute husky (dog)/
二哥	nyijH ka	er4 ge1	/second brother/
二婚	nyijH xwon	er4 hun1	/to marry for the second time/second marriage/second spouse/
二寶	nyijH pawX	er4 bao3	/second child/second baby/
二心	nyijH sim	er4 xin1	/disloyalty/half-heartedness/duplicity/
二戰	nyijH tsyenH	Er4 zhan4	/World War II/
二房	nyijH bjang	er4 fang2	/second branch of an extended family/concubine/
二手	nyijH syuwX	er4 shou3	/indirectly acquired/second-hand (information, equipment etc)/assistant/
二指	nyijH tsyijX	er4 zhi3	/index finger/
二月	nyijH ngjwot	Er4 yue4	/February/second month (of the lunar year)/
二林	nyijH lim	Er4 lin2	/Erhlin town in Changhua county 彰化縣|彰化县[Zhang1 hua4 xian4], Taiwan/
二次	nyijH tshijH	er4 ci4	/second (i.e. number two)/second time/twice/(math.) quadratic (of degree two)/
二水	nyijH sywijX	Er4 shui3	/Erhshui township in Changhua county 彰化縣|彰化县[Zhang1 hua4 xian4], Taiwan/
二流	nyijH ljuw	er4 liu2	/second-rate/second-tier/
二甲	nyijH kaep	er4 jia3	/2nd rank of candidates who passed the imperial examination (i.e. 4th place and up)/
二等	nyijH tongX	er4 deng3	/second class/second-rate/
二簡	nyijH keanX	er4 jian3	/abbr. for 第二次漢字簡化方案|第二次汉字简化方案[Di4 er4 ci4 Han4 zi4 Jian3 hua4 Fang1 an4]/
二簧	nyijH hwang	er4 huang2	/variant of 二黃|二黄[er4 huang2]/
二糖	nyijH dang	er4 tang2	/disaccharide/
二級	nyijH kip	er4 ji2	/grade 2/second class/category B/
二維	nyijH ywij	er4 wei2	/two-dimensional/
二老	nyijH lawX	er4 lao3	/mother and father/parents/
二者	nyijH tsyaeX	er4 zhe3	/both/both of them/neither/
二聲	nyijH syeng	er4 sheng1	/second tone/
二胎	nyijH thoj	er4 tai1	/second pregnancy/
二胡	nyijH hu	er4 hu2	/erhu (Chinese 2-string fiddle)/alto fiddle/CL:把[ba3]/
二話	nyijH hwaejH	er4 hua4	/objection/differing opinion/
二貨	nyijH xwaH	er4 huo4	/(slang) fool/dunce/foolishly cute person/
二輪	nyijH lwin	er4 lun2	/second round (of a match or election)/
二連	nyijH ljen	Er4 lian2	/Erlian Basin in Inner Mongolia/
二進	nyijH tsinH	er4 jin4	/binary (math)/
二逼	nyijH pik	er4 bi1	/variant of 二屄[er4 bi1]/
二道	nyijH dawX	Er4 dao4	/Erdao district of Changchun city 長春市|长春市, Jilin/
二郎	nyijH lang	Er4 lang2	/see 二郎神[Er4 lang2 shen2]/
二醇	nyijH dzywin	er4 chun2	/glycol/
二階	nyijH keaj	er4 jie1	/second order/quadratic (math.)/
二黃	nyijH hwang	er4 huang2	/one of the two chief types of music in Chinese opera/Peking opera/also written 二簧[er4 huang2]/see also 西皮[xi1 pi2]/
于丹	hju tan	Yu2 Dan1	/Yu Dan (1965-), female scholar, writer, educator and TV presenter/
于歸	hju kjw+j	yu2 gui1	/(literary) (of a girl) to marry/
于洪	hju huwng	Yu2 hong2	/Yuhong district of Shenyang city 瀋陽市|沈阳市, Liaoning/
云云	hjun hjun	yun2 yun2	/and so on/so and so/many and confused/
云城	hjun dzyeng	Yun2 cheng2	/Yuncheng district of Yunfu city 雲浮市|云浮市[Yun2 fu2 shi4], Guangdong/
互信	huH sinH	hu4 xin4	/mutual trust/
互利	huH lijH	hu4 li4	/mutually beneficial/
互助	huH dzrjoH	Hu4 zhu4	/Huzhu Tuzu autonomous county in Haidong prefecture 海東地區|海东地区[Hai3 dong1 di4 qu1], Qinghai/
互助	huH dzrjoH	hu4 zhu4	/to help each other/
互勉	huH mjenX	hu4 mian3	/to encourage each other/
互動	huH duwngX	hu4 dong4	/to interact/interactive/
互惠	huH hwejH	hu4 hui4	/mutual benefit/mutually beneficial/reciprocal/
互換	huH hwanH	hu4 huan4	/to exchange/
互文	huH mjun	hu4 wen2	/paired phrases (poetic device)/
互斥	huH tsyhek	hu4 chi4	/mutually exclusive/
互生	huH sraeng	hu4 sheng1	/alternate phyllotaxy (leaf pattern)/
互異	huH yiH	hu4 yi4	/differing from one another/mutually different/
互粉	huH pjunX	hu4 fen3	/to follow each other's accounts (on Weibo etc)/
互素	huH suH	hu4 su4	/(math.) coprime/relatively prime (having no common factor)/
互補	huH puX	hu4 bu3	/complementary/to complement each other/
互訪	huH phjangH	hu4 fang3	/exchange visits/
互譯	huH yek	hu4 yi4	/two-way translation/
互通	huH thuwng	hu4 tong1	/to intercommunicate/to interoperate/
互連	huH ljen	hu4 lian2	/interconnection/
五一	nguX ’jit	wu3 yi1	/5-1 (May 1st)/
五七	nguX tshit	wu3 qi1	/memorial activity 35 days after a person's death/
五五	nguX nguX	wu3 wu3	/50-50/equal (share, partnership etc)/
五代	nguX dojH	Wu3 dai4	/Five Dynasties, period of history between the fall of the Tang dynasty (907) and the founding of the Song dynasty (960), when five would-be dynasties were established in quick succession in North China/
五倫	nguX lwin	wu3 lun2	/the five Confucian relationships (ruler-subject, father-son, brother-brother, husband-wife, friend-friend)/
五刑	nguX heng	wu3 xing2	/imperial five punishments of feudal China, up to Han times: tattooing characters on the forehead 墨[mo4], cutting off the nose 劓[yi4], amputation of one or both feet 刖[yue4], castration 宮|宫[gong1], execution 大辟[da4 pi4]/Han dynasty onwards: whipping 笞[chi1], beating the legs and buttocks with rough thorns 杖[zhang4], forced labor 徒[tu2], exile or banishment 流[liu2], capital punishment 死[si3]/
五加	nguX kae	wu3 jia1	/Acanthopanax gracilistylus/
五十	nguX dzyip	wu3 shi2	/fifty/
五原	nguX ngjwon	Wu3 yuan2	/Wuyuan county in Bayan Nur 巴彥淖爾|巴彦淖尔[Ba1 yan4 nao4 er3], Inner Mongolia/
五味	nguX mj+jH	wu3 wei4	/the five flavors, namely: sweet 甜, sour 酸, bitter 苦, spicy hot 辣, salty 鹹|咸/all kinds of flavors/
五四	nguX sijH	wu3 si4	/fourth of May, cf 五四運動|五四运动, national renewal movement that started with 4th May 1919 protest against the Treaty of Versailles/
五官	nguX kwan	wu3 guan1	/five sense organs of TCM (nose, eyes, lips, tongue, ears 鼻目口舌耳)/facial features/
五嶺	nguX ljengX	wu3 ling3	/the five ranges separating Hunan and Jiangxi from south China, esp. Guangdong and Guangxi, namely: Dayu 大庾嶺|大庾岭[Da4 yu3 ling3], Dupang 都龐嶺|都庞岭[Du1 pang2 ling3], Qitian 騎田嶺|骑田岭[Qi2 tian2 ling3], Mengzhu 萌渚嶺|萌渚岭[Meng2 zhu3 ling3] and Yuecheng 越城嶺|越城岭[Yue4 cheng2 ling3]/
五嶽	nguX ngaewk	Wu3 yue4	/Five Sacred Mountains of the Daoists, namely: Mt Tai 泰山[Tai4 Shan1] in Shandong, Mt Hua 華山|华山[Hua4 Shan1] in Shaanxi, Mt Heng 衡山[Heng2 Shan1] in Hunan, Mt Heng 恆山|恒山[Heng2 Shan1] in Shanxi, Mt Song 嵩山[Song1 Shan1] in Henan/
五帝	nguX tejH	wu3 di4	/Five Emperors from legendary times/possibly tribal leaders before the historiographers got working on them/usually taken to be the Yellow Emperor 黃帝|黄帝[Huang2 di4] and four of his sons Zhuan Xu 顓頊|颛顼[Zhuan1 Xu1], Di Ku 帝嚳|帝喾[Di4 Ku4], Tang Yao 唐堯|唐尧[Tang2 Yao2], Yu Shun 虞舜[Yu2 Shun4]/
五常	nguX dzyang	Wu3 chang2	/Wuchang county level city in Harbin 哈爾濱|哈尔滨, Heilongjiang/
五常	nguX dzyang	wu3 chang2	/five constant virtues of Confucianism, namely: benevolence 仁, righteousness 義|义, propriety 禮|礼, wisdom 智 and fidelity 信/five cardinal relationships of Confucianism (between ruler and subject, father and son, husband and wife, brothers, friends)/five phases of Chinese philosophy: water 水, fire 火, wood 木, metal 金, earth 土/
五形	nguX heng	wu3 xing2	/Wuxing - "Five Animals" - Martial Art/
五彩	nguX tshojX	wu3 cai3	/five (main) colors (white, black, red, yellow, and blue)/multicolored/
五星	nguX seng	wu3 xing1	/the five visible planets, namely: Mercury 水星, Venus 金星, Mars 火星, Jupiter 木星, Saturn 土星/
五月	nguX ngjwot	Wu3 yue4	/May/fifth month (of the lunar year)/
五河	nguX ha	Wu3 he2	/Wuhe county in Bengbu 蚌埠[Beng4 bu4], Anhui/Punjab, province of Pakistan/
五洲	nguX tsyuw	wu3 zhou1	/five continents/the world/
五濁	nguX draewk	wu3 zhuo2	/the five impurities (Buddhism)/
五營	nguX yweng	Wu3 ying2	/Wuying district of Yichun city 伊春市[Yi1 chun1 shi4], Heilongjiang/
五環	nguX hwaen	wu3 huan2	/five rings/pentacyclic (chemistry)/
五穀	nguX kuwk	wu3 gu3	/five crops, e.g. millet 粟[su4], soybean 豆[dou4], sesame 麻[ma2], barley 麥|麦[mai4], rice 稻[dao4] or other variants/all crops/all grains/oats, peas, beans and barley/
五筆	nguX pit	wu3 bi3	/abbr. of 五筆字型|五笔字型, five stroke input method for Chinese characters by numbered strokes, invented by Wang Yongmin 王永民 in 1983/
五結	nguX ket	Wu3 jie2	/Wujie or Wuchieh township in Yilan county 宜蘭縣|宜兰县[Yi2 lan2 xian4], Taiwan/
五股	nguX kuX	Wu3 gu3	/Wugu township in New Taipei City 新北市[Xin1 bei3 shi4], Taiwan/
五胡	nguX hu	Wu3 hu2	/Five non-Han people, namely: Huns or Xiongnu 匈奴[Xiong1 nu2], Xianbei 鮮卑|鲜卑[Xian1 bei1], Jie 羯[Jie2], Di 氐[Di1], Qiang 羌[Qiang1], esp. in connection with the Sixteen Kingdoms 304-439 五胡十六國|五胡十六国[Wu3 hu2 Shi2 liu4 guo2]/
五臺	nguX doj	Wu3 tai2	/Wutai city and county in Xinzhou 忻州[Xin1 zhou1], Shanxi/
五色	nguX srik	wu3 se4	/multi-colored/the rainbow/garish/
五葷	nguX xjun	wu3 hun1	/(Buddhism etc) the five forbidden pungent vegetables: leek, scallion, garlic, rape and coriander/
五蘊	nguX ’jun	wu3 yun4	/the Five Aggregates (from Sanskrit "skandha") (Buddhism)/
五辛	nguX sin	wu3 xin1	/see 五葷|五荤[wu3 hun1]/
五通	nguX thuwng	wu3 tong1	/bottom bracket shell (in a bicycle frame)/(Buddhism) the five supernatural powers (abbr. for 五神通)/
五金	nguX kim	wu3 jin1	/metal hardware (nuts and bolts)/the five metals: gold, silver, copper, iron and tin 金銀銅鐵錫|金银铜铁锡/
五霸	nguX paeH	Wu3 ba4	/the Five Hegemons of the Spring and Autumn Period 春秋[Chun1 qiu1]/
五音	nguX ’im	wu3 yin1	/five notes of pentatonic scale, roughly do, re, mi, sol, la/five classes of initial consonants of Chinese phonetics, namely: 喉音[hou2 yin1], 牙音[ya2 yin1], 舌音[she2 yin1], 齒音|齿音[chi3 yin1], 唇音[chun2 yin1]/
五香	nguX xjang	wu3 xiang1	/five spice seasoned/incorporating the five basic flavors of Chinese cooking (sweet, sour, bitter, savory, salty)/
